Problem,Solution
fifty two plus sixty seven,one hundred and nineteen
forty three plus thirty five,seventy eight
fifty plus sixty nine,one hundred and nineteen
thirty six plus twenty eight,sixty four
sixty seven plus four,seventy one
ninety eight plus twenty three,one hundred and twenty one
twelve plus twenty three,thirty five
sixty nine plus sixty eight,one hundred and thirty seven
seventy eight plus forty eight,one hundred and twenty six
twenty plus ten,thirty
eighty six plus eighty six,one hundred and seventy two
twenty seven plus twenty six,fifty three
twenty plus one,twenty one
ninety plus forty five,one hundred and thirty five
eighteen plus ninety five,one hundred and thirteen
forty plus seventy nine,one hundred and nineteen
seventy eight plus sixty nine,one hundred and forty seven
sixty five plus eighty four,one hundred and forty nine
three plus eighty eight,ninety one
forty eight plus twelve,sixty
ninety one plus forty five,one hundred and thirty six
one plus ninety five,ninety six
six plus sixty two,sixty eight
seventy six plus fifty eight,one hundred and thirty four
twenty seven plus fifty,seventy seven
thirty six plus ninety seven,one hundred and thirty three
nine plus eighty,eighty nine
eight plus five,thirteen
seventy seven plus eighty,one hundred and fifty seven
twenty plus forty six,sixty six
one hundred plus seven,one hundred and seven
two plus seventy three,seventy five
seventy two plus eighty,one hundred and fifty two
twenty four plus eighty eight,one hundred and twelve
fifty one plus sixteen,sixty seven
thirty one plus twenty,fifty one
twenty one plus fifty three,seventy four
ninety five plus eight,one hundred and three
twenty five plus ninety seven,one hundred and twenty two
sixty seven plus ninety two,one hundred and fifty nine
twenty nine plus thirty five,sixty four
seventy three plus ninety six,one hundred and sixty nine
twenty four plus ten,thirty four
sixty one plus eighty two,one hundred and forty three
eighty eight plus eighty,one hundred and sixty eight
forty five plus seventy seven,one hundred and twenty two
fifty four plus one,fifty five
ninety two plus twenty six,one hundred and eighteen
seventy one plus seventy three,one hundred and forty four
forty nine plus ninety five,one hundred and forty four
eighty four plus eighty,one hundred and sixty four
ninety six plus twenty five,one hundred and twenty one
ten plus eighty nine,ninety nine
thirty nine plus fifty five,ninety four
fifteen plus seventy four,eighty nine
eighty eight plus twenty six,one hundred and fourteen
ten plus five,fifteen
sixteen plus fifty nine,seventy five
one hundred plus forty seven,one hundred and forty seven
nine plus thirty nine,forty eight
fourteen plus twenty nine,forty three
sixty four plus eighty six,one hundred and fifty
ninety six plus four,one hundred
thirty seven plus thirty six,seventy three
fifty seven plus twenty two,seventy nine
eighty four plus fifty eight,one hundred and forty two
thirty plus ninety nine,one hundred and twenty nine
ninety eight plus eighty seven,one hundred and eighty five
sixty four plus thirty four,ninety eight
forty eight plus forty,eighty eight
fifty seven plus seventy six,one hundred and thirty three
thirty five plus eighty four,one hundred and nineteen
fifteen plus seventy two,eighty seven
eighty five plus fifteen,one hundred
thirty eight plus fifty four,ninety two
forty two plus ninety four,one hundred and thirty six
twelve plus thirty five,forty seven
seventy four plus thirty four,one hundred and eight
thirty two plus thirty three,sixty five
eight plus seventy one,seventy nine
twenty five plus twenty three,forty eight
ninety one plus eighty one,one hundred and seventy two
ninety seven plus fifty seven,one hundred and fifty four
twenty seven plus sixty six,ninety three
fifty seven plus ten,sixty seven
ninety seven plus forty four,one hundred and forty one
five plus sixty two,sixty seven
seventy two plus eighty three,one hundred and fifty five
fifty two plus twenty four,seventy six
sixty five plus sixty seven,one hundred and thirty two
fifty seven plus eighty one,one hundred and thirty eight
ninety nine plus forty five,one hundred and forty four
eighty five plus eleven,ninety six
seventy eight plus ninety six,one hundred and seventy four
forty eight plus sixty nine,one hundred and seventeen
thirty seven plus forty one,seventy eight
ninety two plus ninety seven,one hundred and eighty nine
twenty nine plus forty five,seventy four
sixty three plus ninety two,one hundred and fifty five
ninety six plus sixty two,one hundred and fifty eight
ninety nine plus thirty four,one hundred and thirty three
seventy nine plus eighty three,one hundred and sixty two
ninety eight plus ninety,one hundred and eighty eight
sixty five plus eighty eight,one hundred and fifty three
sixty nine plus eighty seven,one hundred and fifty six
twenty two plus seventy,ninety two
seventy one plus fifty eight,one hundred and twenty nine
twenty plus seventy six,ninety six
forty seven plus eighty seven,one hundred and thirty four
thirty four plus forty seven,eighty one
eighty nine plus ten,ninety nine
thirty one plus ninety five,one hundred and twenty six
forty two plus sixty five,one hundred and seven
ninety eight plus twenty four,one hundred and twenty two
sixty five plus twenty five,ninety
fifty four plus sixty seven,one hundred and twenty one
eighty four plus sixty,one hundred and forty four
fifty six plus twenty six,eighty two
ninety three plus thirteen,one hundred and six
thirty plus thirty three,sixty three
ninety four plus eighty three,one hundred and seventy seven
sixty one plus ninety,one hundred and fifty one
twenty three plus twenty one,forty four
eight plus twenty two,thirty
seventeen plus sixty one,seventy eight
eight plus ninety seven,one hundred and five
twenty one plus thirty two,fifty three
sixty nine plus sixty,one hundred and twenty nine
seventy four plus seventy five,one hundred and forty nine
five plus eight,thirteen
forty plus forty one,eighty one
thirty eight plus nine,forty seven
thirty three plus eleven,forty four
thirty plus forty six,seventy six
nine plus seventy five,eighty four
four plus seventy four,seventy eight
eighty five plus thirteen,ninety eight
forty nine plus eighty three,one hundred and thirty two
forty nine plus eighty two,one hundred and thirty one
thirty four plus thirty four,sixty eight
ten plus ninety nine,one hundred and nine
sixty four plus seventy six,one hundred and forty
four plus eighty eight,ninety two
sixty four plus seventeen,eighty one
thirty seven plus fifteen,fifty two
seventy nine plus one hundred,one hundred and seventy nine
fourteen plus fifty,sixty four
ninety one plus seventy,one hundred and sixty one
thirty six plus forty one,seventy seven
sixty plus thirty four,ninety four
eighty plus fifty three,one hundred and thirty three
sixty plus four,sixty four
twenty seven plus fifty two,seventy nine
ninety one plus sixty one,one hundred and fifty two
forty eight plus forty six,ninety four
fifty eight plus forty four,one hundred and two
seventy five plus seventy four,one hundred and forty nine
eighty plus eighty one,one hundred and sixty one
forty plus seventy five,one hundred and fifteen
thirty one plus thirty one,sixty two
nineteen plus ten,twenty nine
thirty three plus ninety,one hundred and twenty three
thirty five plus eight,forty three
seventy one plus thirty six,one hundred and seven
sixty seven plus sixty eight,one hundred and thirty five
ten plus thirty nine,forty nine
fifty seven plus nineteen,seventy six
ten plus twenty five,thirty five
seventy plus thirty,one hundred
ninety six plus fifty four,one hundred and fifty
thirty eight plus sixty three,one hundred and one
fifty nine plus twenty eight,eighty seven
forty nine plus forty seven,ninety six
eighty one plus fifty eight,one hundred and thirty nine
eighty plus four,eighty four
seventy six plus fifty nine,one hundred and thirty five
thirty seven plus sixty one,ninety eight
seventy plus ninety seven,one hundred and sixty seven
twenty one plus forty three,sixty four
thirty one plus eight,thirty nine
forty two plus forty eight,ninety
one plus ninety seven,ninety eight
four plus seventy three,seventy seven
seventy nine plus six,eighty five
fifty four plus fifteen,sixty nine
thirty two plus nineteen,fifty one
seventy plus fourteen,eighty four
eleven plus thirty four,forty five
twenty seven plus one hundred,one hundred and twenty seven
five plus fifty two,fifty seven
eleven plus seventy two,eighty three
sixteen plus seventy nine,ninety five
forty eight plus fifty one,ninety nine
one hundred plus eighty six,one hundred and eighty six
fourteen plus thirteen,twenty seven
ninety four plus thirty five,one hundred and twenty nine
sixty four plus fourteen,seventy eight
seventy six plus sixty,one hundred and thirty six
sixty four plus fifty two,one hundred and sixteen
forty three plus ninety five,one hundred and thirty eight
twenty eight plus thirty eight,sixty six
twenty six plus forty eight,seventy four
forty nine plus seventy nine,one hundred and twenty eight
ninety six plus sixty six,one hundred and sixty two
eighteen plus thirty,forty eight
eighty six plus eighteen,one hundred and four
sixty plus twenty seven,eighty seven
seven plus fourteen,twenty one
seventy seven plus twenty seven,one hundred and four
thirty one plus twenty four,fifty five
ninety seven plus thirty five,one hundred and thirty two
fifty eight plus three,sixty one
ninety six plus sixty five,one hundred and sixty one
sixty four plus ninety three,one hundred and fifty seven
four plus thirty five,thirty nine
eighty six plus seventy six,one hundred and sixty two
forty seven plus forty six,ninety three
fifty four plus twenty six,eighty
sixty five plus forty six,one hundred and eleven
twenty eight plus forty five,seventy three
eighty one plus twenty two,one hundred and three
seventy four plus sixty seven,one hundred and forty one
ninety three plus one,ninety four
seventy one plus sixty five,one hundred and thirty six
ninety one plus forty one,one hundred and thirty two
fifty nine plus seventy five,one hundred and thirty four
forty two plus eighty three,one hundred and twenty five
forty three plus five,forty eight
forty three plus sixty,one hundred and three
fourteen plus thirty one,forty five
seventy nine plus ninety four,one hundred and seventy three
twenty one plus thirty nine,sixty
seventy seven plus eighty four,one hundred and sixty one
twenty three plus seventy nine,one hundred and two
fifty six plus sixty seven,one hundred and twenty three
seventy two plus seventy six,one hundred and forty eight
